Genome ID,Genome Name,Organism Name,NCBI Taxon ID,Genome Status,Strain,Serovar,Biovar,Pathovar,MLST,Other Typing,Culture Collection,Type Strain,Completion Date,Publication,BioProject Accession,BioSample Accession,Assembly Accession,SRA Accession,GenBank Accessions,RefSeq Accessions,Sequencing Centers,Sequencing Status,Sequencing Platform,Sequencing Depth,Assembly Method,Chromosomes,Plasmids,Contigs,Genome Length,GC Content,PATRIC CDS,RefSeq CDS,Isolation Site,Isolation Source,Isolation Comments,Collection Date,Isolation Country,Geographic Location,Latitude,Longitude,Altitude,Depth,Other Environmental,Host Name,Host Gender,Host Age,Host Health,Body Sample Site,Body Sample Subsite,Other Clinical,AntiMicrobial Resistance,AntiMicrobial Resistance Evidence,Gram Stain,Cell Shape,Motility,Sporulation,Temperature Range,Optimal Temperature,Salinity,Oxygen Requirement,Habitat,Disease,Comments,Additional Metadata,Coarse Consistency,Fine Consistency,Checkm Completeness,Checkm Contamination,Genome Quality Flags,Genome Quality,Date Inserted,Date Modified
"1773.17309","Mycobacterium tuberculosis strain M0011568-4",,1773,"WGS","M0011568-4",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697769","GCA_004107295.1",,"SBQA01000000",,"Texas A&M University",,"Illumina HiSeq","60x","software developed in-house v. Sep-2016",,,11,4392849,65.58886,4305,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.4,98.9,,,,"Good","2019-07-16T20:24:07.102Z","2019-07-16T20:24:07.102Z"
"1773.17310","Mycobacterium tuberculosis strain M0006384-3",,1773,"WGS","M0006384-3",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697731","GCA_004107305.1",,"SBRM01000000",,"Texas A&M University",,"Illumina HiSeq","34x","software developed in-house v. Sep-2016",,,13,4393520,65.614044,4282,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:24:34.633Z","2019-07-16T20:24:34.633Z"
"1773.17311","Mycobacterium tuberculosis strain M0014042-7",,1773,"WGS","M0014042-7",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697781","GCA_004107345.1",,"SBPO01000000",,"Texas A&M University",,"Illumina HiSeq","28x","software developed in-house v. Sep-2016",,,18,4371992,65.598885,4289,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.4,98.7,,,,"Good","2019-07-16T20:29:57.019Z","2019-07-16T20:29:57.019Z"
"1773.17312","Mycobacterium tuberculosis strain M0008425-2",,1773,"WGS","M0008425-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697747","GCA_004107365.1",,"SBQW01000000",,"Texas A&M University",,"Illumina HiSeq","53x","software developed in-house v. Sep-2016",,,19,4391610,65.589005,4284,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.1,,,,"Good","2019-07-16T20:24:27.949Z","2019-07-16T20:24:27.949Z"
"1773.17313","Mycobacterium tuberculosis strain M0009751-0",,1773,"WGS","M0009751-0",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697759","GCA_004107375.1",,"SBQK01000000",,"Texas A&M University",,"Illumina HiSeq","46x","software developed in-house v. Sep-2016",,,5,4379862,65.58681,4266,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:25:12.527Z","2019-07-16T20:25:12.527Z"
"1773.17314","Mycobacterium tuberculosis strain M0013832-2",,1773,"WGS","M0013832-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697780","GCA_004107395.1",,"SBPP01000000",,"Texas A&M University",,"Illumina HiSeq","27x","software developed in-house v. Sep-2016",,,9,4385881,65.59409,4274,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:31:03.837Z","2019-07-16T20:31:03.837Z"
"1773.17315","Mycobacterium tuberculosis strain M0010284-9",,1773,"WGS","M0010284-9",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697761","GCA_004107405.1",,"SBQI01000000",,"Texas A&M University",,"Illumina HiSeq","59x","software developed in-house v. Sep-2016",,,18,4394126,65.62446,4310,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:32:01.897Z","2019-07-16T20:32:01.897Z"
"1773.17316","Mycobacterium tuberculosis strain M0009700-7",,1773,"WGS","M0009700-7",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697758","GCA_004107445.1",,"SBQL01000000",,"Texas A&M University",,"Illumina HiSeq","53x","software developed in-house v. Sep-2016",,,12,4392808,65.59724,4296,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99,,,,"Good","2019-07-16T20:32:09.778Z","2019-07-16T20:32:09.778Z"
"1773.17317","Mycobacterium tuberculosis strain M0013434-7",,1773,"WGS","M0013434-7",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697779","GCA_004107465.1",,"SBPQ01000000",,"Texas A&M University",,"Illumina HiSeq","32x","software developed in-house v. Sep-2016",,,13,4383750,65.61377,4275,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:26:25.200Z","2019-07-16T20:26:25.200Z"
"1773.17318","Mycobacterium tuberculosis strain M0010551-1",,1773,"WGS","M0010551-1",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697762","GCA_004107485.1",,"SBQH01000000",,"Texas A&M University",,"Illumina HiSeq","61x","software developed in-house v. Sep-2016",,,7,4405354,65.60456,4287,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:33:52.904Z","2019-07-16T20:33:52.904Z"
"1773.17319","Mycobacterium tuberculosis strain M0013247-3",,1773,"WGS","M0013247-3",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697778","GCA_004107505.1",,"SBPR01000000",,"Texas A&M University",,"Illumina HiSeq","35x","software developed in-house v. Sep-2016",,,11,4402783,65.614044,4303,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:27:46.918Z","2019-07-16T20:27:46.918Z"
"1773.17320","Mycobacterium tuberculosis strain M0012416-5",,1773,"WGS","M0012416-5",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697773","GCA_004107515.1",,"SBPW01000000",,"Texas A&M University",,"Illumina HiSeq","47x","software developed in-house v. Sep-2016",,,5,4394477,65.607895,4273,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:34:38.518Z","2019-07-16T20:34:38.518Z"
"1773.17321","Mycobacterium tuberculosis strain M0009650-4",,1773,"WGS","M0009650-4",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697757","GCA_004107525.1",,"SBQM01000000",,"Texas A&M University",,"Illumina HiSeq","58x","software developed in-house v. Sep-2016",,,13,4402648,65.58147,4317,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99,,,,"Good","2019-07-16T20:29:23.724Z","2019-07-16T20:29:23.724Z"
"1773.17322","Mycobacterium tuberculosis strain M0013116-0",,1773,"WGS","M0013116-0",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697777","GCA_004107565.1",,"SBPS01000000",,"Texas A&M University",,"Illumina HiSeq","30x","software developed in-house v. Sep-2016",,,11,4390264,65.61376,4277,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:29:25.509Z","2019-07-16T20:29:25.509Z"
"1773.17323","Mycobacterium tuberculosis strain M0009281-8",,1773,"WGS","M0009281-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697755","GCA_004107585.1",,"SBQO01000000",,"Texas A&M University",,"Illumina HiSeq","53x","software developed in-house v. Sep-2016",,,12,4390619,65.61236,4291,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:29:32.115Z","2019-07-16T20:29:32.115Z"
"1773.17324","Mycobacterium tuberculosis strain M0005933-8",,1773,"WGS","M0005933-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697725","GCA_004107595.1",,"SBRS01000000",,"Texas A&M University",,"Illumina HiSeq","42x","software developed in-house v. Sep-2016",,,17,4380421,65.58002,4280,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:29:54.075Z","2019-07-16T20:29:54.075Z"
"1773.17325","Mycobacterium tuberculosis strain M0005966-8",,1773,"WGS","M0005966-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697726","GCA_004107615.1",,"SBRR01000000",,"Texas A&M University",,"Illumina HiSeq","44x","software developed in-house v. Sep-2016",,,12,4381546,65.62333,4275,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.1,,,,"Good","2019-07-16T20:36:14.253Z","2019-07-16T20:36:14.253Z"
"1773.17326","Mycobacterium tuberculosis strain M0009024-2",,1773,"WGS","M0009024-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697751","GCA_004107645.1",,"SBQS01000000",,"Texas A&M University",,"Illumina HiSeq","57x","software developed in-house v. Sep-2016",,,13,4424190,65.61018,4349,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:31:41.097Z","2019-07-16T20:31:41.097Z"
"1773.17327","Mycobacterium tuberculosis strain M0007630-8",,1773,"WGS","M0007630-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697742","GCA_004107665.1",,"SBRB01000000",,"Texas A&M University",,"Illumina HiSeq","54x","software developed in-house v. Sep-2016",,,9,4397729,65.60287,4292,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.1,,,,"Good","2019-07-16T20:33:17.027Z","2019-07-16T20:33:17.027Z"
"1773.17328","Mycobacterium tuberculosis strain M0008365-0",,1773,"WGS","M0008365-0",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697746","GCA_004107675.1",,"SBQX01000000",,"Texas A&M University",,"Illumina HiSeq","57x","software developed in-house v. Sep-2016",,,17,4386779,65.622604,4271,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:34:15.844Z","2019-07-16T20:34:15.844Z"
"1773.17329","Mycobacterium tuberculosis strain M0008091-2",,1773,"WGS","M0008091-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697745","GCA_004107695.1",,"SBQY01000000",,"Texas A&M University",,"Illumina HiSeq","59x","software developed in-house v. Sep-2016",,,15,4396245,65.61801,4306,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:34:37.755Z","2019-07-16T20:34:37.755Z"
"1773.17330","Mycobacterium tuberculosis strain M0005297-8",,1773,"WGS","M0005297-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697718","GCA_004107705.1",,"SBRZ01000000",,"Texas A&M University",,"Illumina HiSeq","64x","software developed in-house v. Sep-2016",,,5,4381470,65.58227,4286,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,98.9,,,,"Good","2019-07-16T20:35:01.504Z","2019-07-16T20:35:01.504Z"
"1773.17331","Mycobacterium tuberculosis strain M0007933-6",,1773,"WGS","M0007933-6",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697744","GCA_004107745.1",,"SBQZ01000000",,"Texas A&M University",,"Illumina HiSeq","65x","software developed in-house v. Sep-2016",,,6,4384355,65.59707,4286,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:35:22.254Z","2019-07-16T20:35:22.254Z"
"1773.17332","Mycobacterium tuberculosis strain M0006249-8",,1773,"WGS","M0006249-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697727","GCA_004107765.1",,"SBRQ01000000",,"Texas A&M University",,"Illumina HiSeq","42x","software developed in-house v. Sep-2016",,,6,4375217,65.593575,4268,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:41:23.125Z","2019-07-16T20:41:23.125Z"
"1773.17333","Mycobacterium tuberculosis strain M0007770-2",,1773,"WGS","M0007770-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697743","GCA_004107775.1",,"SBRA01000000",,"Texas A&M University",,"Illumina HiSeq","47x","software developed in-house v. Sep-2016",,,14,4383572,65.60608,4272,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:41:23.871Z","2019-07-16T20:41:23.871Z"
"1773.17334","Mycobacterium tuberculosis strain M0005163-2",,1773,"WGS","M0005163-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697716","GCA_004107785.1",,"SBSB01000000",,"Texas A&M University",,"Illumina HiSeq","99x","software developed in-house v. Sep-2016",,,3,4383394,65.59063,4285,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99,,,,"Good","2019-07-16T20:37:22.274Z","2019-07-16T20:37:22.274Z"
"1773.17335","Mycobacterium tuberculosis strain M0007391-7",,1773,"WGS","M0007391-7",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697741","GCA_004107795.1",,"SBRC01000000",,"Texas A&M University",,"Illumina HiSeq","57x","software developed in-house v. Sep-2016",,,4,4370099,65.607,4257,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:42:16.760Z","2019-07-16T20:42:16.760Z"
"1773.17336","Mycobacterium tuberculosis strain M0005457-8",,1773,"WGS","M0005457-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697720","GCA_004107845.1",,"SBRX01000000",,"Texas A&M University",,"Illumina HiSeq","55x","software developed in-house v. Sep-2016",,,14,4380949,65.58926,4277,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:42:22.524Z","2019-07-16T20:42:22.524Z"
"1773.17337","Mycobacterium tuberculosis strain M0003932-2",,1773,"WGS","M0003932-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697702","GCA_004107865.1",,"SBSP01000000",,"Texas A&M University",,"Illumina HiSeq","51x","software developed in-house v. Sep-2016",,,6,4381916,65.59281,4281,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:38:44.043Z","2019-07-16T20:38:44.043Z"
"1773.17338","Mycobacterium tuberculosis strain M0004389-4",,1773,"WGS","M0004389-4",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697708","GCA_004107875.1",,"SBSJ01000000",,"Texas A&M University",,"Illumina HiSeq","45x","software developed in-house v. Sep-2016",,,14,4390263,65.622444,4299,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:43:31.927Z","2019-07-16T20:43:31.927Z"
"1773.17339","Mycobacterium tuberculosis strain M0004274-8",,1773,"WGS","M0004274-8",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697707","GCA_004107885.1",,"SBSK01000000",,"Texas A&M University",,"Illumina HiSeq","47x","software developed in-house v. Sep-2016",,,7,4387068,65.60835,4284,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:40:04.771Z","2019-07-16T20:40:04.771Z"
"1773.17340","Mycobacterium tuberculosis strain M0007359-4",,1773,"WGS","M0007359-4",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697740","GCA_004107895.1",,"SBRD01000000",,"Texas A&M University",,"Illumina HiSeq","50x","software developed in-house v. Sep-2016",,,3,4365216,65.5863,4241,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:40:26.647Z","2019-07-16T20:40:26.647Z"
"1773.17341","Mycobacterium tuberculosis strain M0004907-3",,1773,"WGS","M0004907-3",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697714","GCA_004107945.1",,"SBSD01000000",,"Texas A&M University",,"Illumina HiSeq","32x","software developed in-house v. Sep-2016",,,6,4392215,65.59249,4284,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:45:16.356Z","2019-07-16T20:45:16.356Z"
"1773.17342","Mycobacterium tuberculosis strain M0004583-2",,1773,"WGS","M0004583-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697711","GCA_004107965.1",,"SBSG01000000",,"Texas A&M University",,"Illumina HiSeq","52x","software developed in-house v. Sep-2016",,,4,4398193,65.59084,4289,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:40:28.516Z","2019-07-16T20:40:28.516Z"
"1773.17343","Mycobacterium tuberculosis strain M0003442-2",,1773,"WGS","M0003442-2",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697695","GCA_004107975.1",,"SBSW01000000",,"Texas A&M University",,"Illumina HiSeq","53x","software developed in-house v. Sep-2016",,,11,4404421,65.572586,4314,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.3,,,,"Good","2019-07-16T20:40:31.387Z","2019-07-16T20:40:31.387Z"
"1773.17344","Mycobacterium tuberculosis strain M0007233-1",,1773,"WGS","M0007233-1",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697739","GCA_004107985.1",,"SBRE01000000",,"Texas A&M University",,"Illumina HiSeq","43x","software developed in-house v. Sep-2016",,,7,4394221,65.58714,4272,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,98.9,,,,"Good","2019-07-16T20:47:11.714Z","2019-07-16T20:47:11.714Z"
"1773.17345","Mycobacterium tuberculosis strain M0003937-1",,1773,"WGS","M0003937-1",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697703","GCA_004108005.1",,"SBSO01000000",,"Texas A&M University",,"Illumina HiSeq","67x","software developed in-house v. Sep-2016",,,15,4382643,65.584206,4287,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99.2,,,,"Good","2019-07-16T20:42:24.632Z","2019-07-16T20:42:24.632Z"
"1773.17346","Mycobacterium tuberculosis strain M0004397-7",,1773,"WGS","M0004397-7",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697709","GCA_004108045.1",,"SBSI01000000",,"Texas A&M University",,"Illumina HiSeq","35x","software developed in-house v. Sep-2016",,,11,4395681,65.59159,4293,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:43:53.899Z","2019-07-16T20:43:53.899Z"
"1773.17347","Mycobacterium tuberculosis strain M0006297-7",,1773,"WGS","M0006297-7",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697728","GCA_004108055.1",,"SBRP01000000",,"Texas A&M University",,"Illumina HiSeq","47x","software developed in-house v. Sep-2016",,,8,4395185,65.61072,4276,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible;Resistant","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.3,99,,,,"Good","2019-07-16T20:46:16.291Z","2019-07-16T20:46:16.291Z"
"1773.17348","Mycobacterium tuberculosis strain M0007127-5",,1773,"WGS","M0007127-5",,,,,,,,"2019-01-25T00:00:00Z",,"PRJNA343736","SAMN10697738","GCA_004108065.1",,"SBRF01000000",,"Texas A&M University",,"Illumina HiSeq","48x","software developed in-house v. Sep-2016",,,8,4394452,65.59809,4294,,,"patient",,"2012-01-01","Peru","Peru: Lima",,,,,,"Human, Homo sapiens",,,"tuberculosis",,,,"Susceptible","Computational Prediction",,,,,,,,,,,"Clinical isolates of M. tuberculosis from Lima, Peru","collected_by:Roger Calderon",99.5,99,,,,"Good","2019-07-16T20:46:09.368Z","2019-07-16T20:46:09.368Z"
